AccX,AccY,AccZ,Tmp,GyroX,GyroY,GyroZ
-7248,6452,12344,33.05,-267,-20,-2
-7160,6564,12292,33.00,-268,-23,-20
-7216,6404,12376,33.14,-233,-53,-21
-7148,6348,12272,33.05,-254,-55,-10
-7164,6396,12028,33.09,-256,61,2
-7200,6448,12420,33.14,-91,56,19
-7144,6364,12184,33.14,-524,-27,22
-7212,6460,12400,33.19,-123,-56,-26
-7116,6428,12300,33.14,-153,-84,29
-7168,6452,12332,33.09,-589,-70,52
-7120,6416,12292,33.09,-41,-16,-17
-7076,6448,12200,33.05,-352,-77,2
-7220,6308,12364,33.09,-251,-6,4
-7200,6348,12292,33.09,-289,-47,15
-7196,6368,12236,33.09,-230,-15,-1
-7140,6452,12328,33.09,-312,-37,8
-7112,6488,12268,33.14,-263,-29,3
-7200,6420,12208,33.14,-259,-52,-4
-7080,6472,12388,33.14,-231,-39,-2
-7124,6420,12236,33.19,-223,-30,1
-7120,6452,12232,33.14,-203,-21,-7
-7152,6344,12284,33.14,-294,-29,11
-7132,6460,12224,33.00,-237,-23,-20
-7200,6436,12232,33.09,-241,-43,1
-7200,6424,12256,33.14,-219,-62,-7
-7156,6404,12060,33.09,-231,-34,-21
-7128,6352,12264,33.09,-281,-36,13
-7180,6444,12380,33.09,-185,-43,18
-7160,6460,12332,33.14,-307,-24,23
-7196,6472,12448,33.05,-164,-23,-25
-7212,6344,12188,33.09,-355,-19,-13
-7232,6428,12196,33.09,-186,-44,-10
-7360,6348,12316,33.09,-305,-55,5
-7316,6452,12212,33.14,-226,-47,-15
-7260,6376,12360,33.14,-209,-61,-37
-7176,6492,12384,33.24,-297,-34,-4
-7208,6264,12308,33.14,-206,-16,-9
-7132,6388,12088,33.09,-317,-33,16
-7284,6372,12452,33.19,-200,-29,7
-7092,6440,12432,33.19,-231,-46,13
-7148,6384,12268,33.19,-193,-7,-21
-7192,6436,12204,33.14,-267,-79,-7
-7224,6388,12200,33.05,-271,-46,4
-7244,6448,12168,33.09,-194,-42,4
-7124,6404,12168,33.24,-168,-22,-13
-7184,6396,12204,33.14,-302,-41,4
-7232,6432,12280,33.19,-329,-36,16
-7200,6324,12272,33.05,-290,-41,2
-7248,6424,12268,33.09,-163,-32,-22
-7248,6396,12268,33.09,-196,-81,16
-7080,6416,12204,33.14,-114,-41,-23
-7132,6452,12236,33.14,-185,-62,-22
-7128,6536,12412,33.24,-292,-44,15
-7172,6436,12288,33.14,-105,-55,-23
-7244,6488,12056,33.19,-363,-85,7
-7112,6432,12256,33.24,-56,-41,-57
-7068,6472,12300,33.14,-294,-78,-14
-7212,6440,12536,33.14,-241,-131,-33
-7196,6404,12332,33.14,-297,-143,-16
-7140,6416,12192,33.19,-153,22,4
-7156,6376,12236,33.09,-255,-37,2
-7172,6404,12188,33.14,-243,-42,-5
-7248,6436,12204,33.09,-312,-68,-7
-7080,6360,12276,33.28,-212,-30,-3
-7172,6312,12184,33.19,-396,-68,18
-7068,6348,12388,33.24,-132,-38,1
-7192,6408,12288,33.09,-233,-54,-9
-7204,6436,12180,33.19,-350,-33,24
-7108,6348,12116,33.14,-56,-21,-28
-7180,6468,12232,33.14,-325,-50,14
-7136,6452,12212,33.19,-128,-2,-17
-7296,6344,12284,33.28,-326,-10,9
-7224,6528,12256,33.24,-279,-27,6
-7080,6376,12240,33.19,-327,43,21
-7192,6396,12400,33.14,-314,-31,24
-7108,6472,12280,33.19,-233,-31,16
-7268,6480,12192,33.09,-321,-44,19
-7124,6428,12328,33.14,-303,-56,3
-7196,6348,12488,33.19,-123,-1,-34
-7148,6532,12268,33.09,-377,-57,-1
-7228,6404,12264,33.24,-275,-37,-7
-7200,6428,12376,33.14,-231,-55,-23
-7124,6404,12304,33.24,-208,-29,-20
-7160,6436,12228,33.14,-374,-36,14
-7188,6432,12240,33.19,-184,-52,-12
-7128,6504,12140,33.19,-235,-23,7
-7168,6372,12384,33.24,-308,-30,8
-7140,6356,12320,33.19,-273,-4,7
-7188,6396,12200,33.24,-287,-54,-12
-7132,6452,12276,33.14,-65,52,-2
-7188,6372,12300,33.24,-261,23,16
-7236,6508,12196,33.09,-132,-90,-16
-7248,6404,12168,33.19,30,-102,-50
-7136,6496,12288,33.19,36,-50,-34
-7232,6428,12260,33.24,-611,-16,31
-7180,6460,12288,33.19,-213,-50,-13
-7220,6396,12296,33.19,-408,-51,35
-7248,6512,12256,33.09,-151,-31,-25
-7204,6396,12312,33.19,-283,-64,-8
-7160,6392,12268,33.24,-272,-15,10
-7216,6388,12308,33.24,-377,-65,16
-7164,6356,12256,33.19,-203,-45,-28
-7104,6384,12272,33.09,-308,-56,21
-7220,6416,12384,33.09,-279,-36,-12
-7308,6504,12300,33.19,-321,-33,2
-7212,6488,12248,33.05,-248,-56,-11
-7164,6456,12360,33.09,-236,-70,-25
-7208,6420,12132,33.14,-239,-91,-9
-7184,6268,12268,33.19,-349,-86,-11
-7192,6440,12388,33.19,-28,-15,-19
-7240,6428,12208,33.19,-376,-53,-15
-7104,6384,12340,33.19,-181,-24,-11
-7148,6376,12200,33.14,-333,-62,18
-7116,6488,12180,33.14,-127,-17,-19
-7200,6424,12280,33.14,-292,-79,-3
-7156,6380,12412,33.19,-98,-31,-25
-7128,6348,12244,33.28,-347,-61,20
-7152,6452,12388,33.14,-151,-13,-1
-7104,6264,12308,33.24,-309,-54,23
-7140,6428,12152,33.19,-148,-34,-36
-7244,6460,12244,33.19,-311,-78,-1
-7212,6460,12236,33.19,-259,-17,-1
-7268,6400,12408,33.14,-253,-42,-1
-7188,6480,12180,33.14,-187,-40,-32
-7136,6384,12308,33.14,-305,-73,-7
-7124,6356,12280,33.19,-195,-42,-27
-7168,6460,12340,33.19,-245,-43,-10
-7140,6312,12284,33.19,-133,-45,-17
-7264,6544,12224,33.09,-435,-53,14
-7220,6452,12352,33.14,-121,-28,-10
-7128,6464,12384,33.24,-233,-52,-11
-7168,6408,12180,33.14,-194,-26,0
-7180,6376,12200,33.09,-315,-40,4
-7228,6368,12212,33.14,-177,-46,17
-7104,6464,12228,33.14,-195,-59,-9
-7160,6352,12260,33.19,-194,-12,-2
-7152,6464,12100,33.09,-162,11,-11
-7104,6468,12344,33.14,-445,-61,33
-7260,6376,12252,33.14,-112,4,-24
-7256,6444,12240,33.28,-227,-63,-7
-7148,6392,12320,33.14,-90,-34,-60
-7268,6352,12240,33.19,-372,-102,14
-7220,6424,12260,33.24,-296,-36,24
-7200,6416,12104,33.19,-116,-20,-14
-7236,6552,12252,33.09,88,17,-36
-7176,6532,12180,33.24,-457,-21,53
-7232,6508,12216,33.28,-211,-62,-25
-7276,6464,12152,33.19,-364,-49,16
-7108,6380,12136,33.24,-612,-87,29
-7128,6408,12292,33.14,5,-30,-9
-7256,6408,12248,33.14,-243,-36,-8
-7168,6404,12288,33.19,-367,-35,29
-7212,6380,12168,33.19,117,-35,-53
-7212,6368,12344,33.24,-352,-105,30
-7220,6580,12164,33.14,-278,-11,-9
-7264,6324,12056,33.24,-419,-10,19
-7180,6500,12496,33.19,-258,-47,-7
-7176,6428,12272,33.19,-255,-79,13
-7080,6452,12244,33.24,-488,-45,47
-7208,6388,12332,33.24,41,2,-26
-7164,6528,12320,33.24,-159,-37,0
-7124,6456,12336,33.09,-371,-121,-19
-7188,6448,12132,33.28,-141,-124,-57
-7224,6404,12248,33.19,-44,-79,-43
-7156,6384,12140,33.19,-294,-61,5
-7176,6352,12240,33.14,-225,-41,-18
-7120,6484,12152,33.14,-384,-23,7
-7132,6316,12316,33.19,-255,-73,-7
-7156,6444,12176,33.24,-119,-21,-14
-7036,6436,12084,33.24,-322,-31,11
-7140,6496,12420,33.24,-363,-1,6
-7168,6436,11992,33.14,-303,6,12
-7072,6456,12516,33.19,-58,-101,-59
-7140,6412,12212,33.09,-245,-107,-18
-7140,6412,12412,33.19,-490,-77,27
-7196,6404,12268,33.24,17,18,-54
-7256,6400,12412,33.28,-459,-72,32
-7072,6476,12168,33.24,57,15,-46
-7164,6504,12204,33.19,-532,-58,38
-7236,6420,12332,33.24,-214,-22,-4
-7088,6384,12096,33.05,-295,-28,-15
-7196,6428,12348,33.19,-289,-83,4
-7160,6364,12152,33.19,-173,-85,-24
-7172,6404,12204,33.24,-390,-28,8
-7140,6392,12100,33.19,-253,-14,-21
-7132,6352,12364,33.19,-302,-46,19
-7156,6344,12224,33.19,-224,-58,-6
-7220,6468,12432,33.14,-262,-46,-16
-7172,6352,12200,33.24,-258,-60,16
-7188,6448,12324,33.24,-248,-29,3
-7188,6480,12332,33.19,-208,-2,2
-7160,6468,12304,33.28,-392,5,17
-7136,6448,12192,33.24,-332,-33,12
-7188,6344,12328,33.28,-140,-49,-18
-7144,6520,12192,33.19,-248,-51,-15
-7148,6372,12380,33.19,-168,-23,24
-7152,6428,12260,33.19,-326,-14,25
-7224,6432,12288,33.24,-169,-65,-12
-7196,6408,12304,33.24,-304,-63,2
-7124,6360,12184,33.09,-205,-73,-19
-7104,6436,12220,33.19,-18,-41,-44
-7288,6444,12324,33.24,-475,-134,35
-7240,6396,12252,33.24,-120,-34,-40
-7248,6448,12320,33.24,-437,-84,17
-7164,6404,12336,33.24,-172,-3,-3
-7224,6376,12376,33.19,-325,-97,-4
-7156,6428,12208,33.14,6,17,-40
-7204,6432,12352,33.24,-361,-46,48
-7100,6528,12172,33.19,-237,-40,-17
-7080,6468,12236,33.19,-275,-52,7
-7196,6364,12380,33.24,-291,-38,9
-7228,6400,12396,33.19,-245,2,1
-7136,6380,12328,33.19,-242,-61,-3
-7384,6392,12280,33.28,-263,-43,10
-7164,6432,12308,33.14,-89,-40,-1
-7200,6404,12200,33.09,-591,-68,26
-7176,6452,12316,33.28,-89,-3,-33
-7208,6352,12264,33.19,-235,-66,0
-7216,6496,12248,33.19,-180,20,-19
-7196,6368,12248,33.24,-240,62,8
-7200,6504,12272,33.19,-322,-108,-9
-7136,6384,12276,33.19,-251,-33,-10
-7140,6456,12244,33.19,-315,-44,1
-7164,6336,12364,33.19,-264,-63,2
-7148,6476,12308,33.28,-236,-56,-7
-7180,6388,12028,33.14,-110,-62,-36
-7316,6392,12256,33.24,-350,-70,11
-7128,6516,12152,33.24,-184,5,3
-7152,6344,12356,33.24,-299,-60,16
-7248,6456,12252,33.28,-324,-29,18
-7236,6324,12268,33.19,-247,-47,-4
-7172,6464,12288,33.24,-279,-50,-10
-7100,6352,12080,33.24,-224,-39,-9
-7128,6412,12368,33.24,-288,-36,-1
-7188,6492,12200,33.28,-215,-19,-8
-7168,6412,12396,33.19,-298,-43,-1
-7216,6392,12304,33.14,-249,-52,8
-7184,6404,12336,33.19,-299,-50,-4
-7176,6444,12392,33.19,-228,-40,-14
-7160,6364,12532,33.19,-251,-48,-14
-7280,6392,12112,33.19,-221,-9,-20
-7184,6428,12288,33.33,-239,-17,-11
-7160,6384,12096,33.24,-152,-39,-31
-7244,6408,12180,33.14,-270,-76,6
-7212,6404,12264,33.19,-236,-36,-23
-7120,6436,12124,33.28,-217,-49,-16
-7160,6404,12432,33.19,-343,-7,11
-7200,6460,12152,33.14,-295,-58,-5
-7232,6464,12324,33.19,-256,-103,-17
-7108,6400,12252,33.19,-109,15,-1
-7304,6416,12272,33.19,-483,-97,32
-7272,6472,12112,33.14,86,72,-50
-7140,6424,12240,33.28,-478,-24,27
-7124,6452,12156,33.24,-239,-78,-17
-7200,6424,12428,33.24,-312,-114,-31
-7104,6444,12296,33.19,113,-73,-70
-7260,6460,12420,33.24,-548,-138,0
-7080,6444,12316,33.14,15,4,-51
-7184,6576,12300,33.28,-345,-54,5
-7156,6324,12296,33.33,-141,-81,-20
-7116,6404,12316,33.33,-71,16,-54
-7124,6316,12252,33.19,-319,22,22
-7184,6520,12380,33.24,-129,-32,-23
-7168,6460,12276,33.14,-594,-69,42
-7132,6428,12204,33.14,35,-6,-32
-7116,6560,12376,33.24,-588,-97,61
-7144,6440,12180,33.14,118,-7,-46
-7192,6436,12148,33.28,-376,-98,4
-7188,6368,12456,33.28,-270,-13,-14
-7124,6352,12252,33.24,-374,-41,19
-7244,6336,12340,33.19,-160,-44,-22
-7104,6356,12100,33.09,-184,-39,-23
-7216,6352,12444,33.19,-232,-55,14
-7108,6388,12232,33.28,-53,-40,-47
-7184,6392,12252,33.24,-355,-107,21
-7264,6388,12348,33.33,-119,-7,-23
-7100,6360,12292,33.19,-207,-50,-37
-7176,6364,12236,33.09,-232,-15,-4
-7220,6412,12168,33.28,-339,-65,7
-7200,6404,12144,33.24,-215,-7,11
-7084,6440,12240,33.19,-378,-91,-11
-7120,6488,12432,33.19,-93,-43,-25
-7236,6444,12324,33.24,-510,-101,30
-7096,6476,12424,33.14,-26,-49,-29
-7172,6456,12244,33.33,-498,-75,24
-7112,6364,12100,33.28,-123,-24,-32
-7308,6424,12160,33.19,-246,-52,-13
-7300,6484,12264,33.19,-263,-76,14
-7264,6368,12236,33.19,-187,-31,-4
-7112,6280,12336,33.24,-263,-65,-11
-7244,6424,12172,33.14,-88,-40,-13
-7204,6456,12312,33.24,-439,-17,28
-7208,6380,12164,33.19,-7,-30,-42
-7060,6420,12096,33.24,-700,-96,38
-7212,6404,12340,33.24,-137,-44,-29
-7172,6404,12236,33.24,-409,-115,20
-7092,6340,12408,33.24,-122,-49,-19
-7172,6564,12296,33.28,-117,-34,-47
-7188,6316,12172,33.28,-298,-71,23
-7204,6512,12292,33.19,-48,-31,-40
-7200,6304,12332,33.24,-315,-44,11
-7236,6416,12280,33.14,-214,-26,-17
-7184,6356,12232,33.14,-327,-94,-1
-7140,6320,12348,33.19,-256,-64,-18
-7256,6420,12260,33.19,-275,-39,-12
-7200,6412,12344,33.28,-228,-86,-7
-7172,6480,12344,33.19,-236,6,-4
-7148,6460,12300,33.19,-269,-24,10
-7252,6380,12316,33.19,-179,-61,-24
-7128,6396,12188,33.28,-268,-53,-10
-7192,6428,12368,33.28,-182,-39,-31
-7084,6452,12380,33.28,-261,-41,8
-7124,6352,12268,33.24,-327,-18,17
-7228,6356,12292,33.33,-219,-53,16
-7244,6408,12260,33.28,-266,-57,-25
-7220,6396,12336,33.19,-232,-68,4
-7140,6380,12224,33.24,-212,-44,-22
-7244,6356,12276,33.24,-231,-61,-10
-7204,6560,12284,33.24,-239,-29,-3
-7156,6480,12288,33.14,-246,-42,-3
-7176,6452,12252,33.38,-247,-45,1
-7156,6360,12128,33.24,-143,-40,-14
-7124,6432,12196,33.24,-287,-71,-14
-7152,6356,12268,33.24,-204,-52,-25
-7180,6420,12364,33.24,-232,-42,-11
-7048,6456,12208,33.24,-285,-59,-19
-7188,6408,12224,33.19,-257,-36,-5
-7188,6424,12432,33.28,-238,-6,0
-7136,6348,12416,33.24,-249,-28,5
-7104,6412,12436,33.09,-259,16,3
-7192,6368,12260,33.19,-241,-44,-19
-7188,6428,12240,33.28,-222,-31,4
-7156,6432,12364,33.24,-317,9,-7
-7092,6388,12168,33.19,-162,-51,3
-7168,6408,12256,33.28,-338,-37,14
-7252,6432,12288,33.28,-241,-15,-3
-7252,6444,12352,33.24,-238,-19,7
-7224,6344,12228,33.19,-145,-33,-22
-7088,6568,12304,33.19,-337,-122,-9
-7088,6284,12164,33.19,-337,-57,32
-7180,6440,12500,33.28,-227,-48,2
-7088,6404,12316,33.24,-224,-57,-3
-7236,6412,12388,33.19,-165,-22,-21
-7208,6440,12260,33.19,-295,-63,17
-7060,6348,12396,33.28,-302,-45,-21
-7188,6316,12144,33.28,-277,-69,3
-7064,6428,12408,33.24,-255,-49,-9
-7164,6448,12308,33.28,-221,-31,11
-7192,6368,12328,33.19,-256,-14,-5
-7184,6368,12060,33.14,-1,-38,-46
-7068,6312,12316,33.19,-30,-6,-14
-7088,6392,12400,33.24,-347,10,29
-7180,6388,12328,33.19,5,-88,11
-7208,6352,12600,33.28,-488,-117,37
-7100,6412,12176,33.28,-68,-33,-47
-7108,6352,12212,33.24,-472,-112,9
-7180,6440,12440,33.24,62,-29,-67
-7068,6448,12340,33.19,-292,-72,-9
-7232,6432,12336,33.33,-360,-139,1
-7216,6436,12400,33.24,-267,-7,5
-7280,6424,12240,33.33,-327,-57,5
-7164,6468,12284,33.19,-142,-9,-22
-7184,6400,12296,33.38,-419,-22,35
-7192,6348,12168,33.24,-118,-29,-21
-7188,6468,12068,33.33,-488,-5,56
-7228,6328,12244,33.28,-320,-20,5
-7212,6516,12196,33.24,-55,-55,-30
-7220,6428,12352,33.24,-263,-61,-4
-7244,6316,12144,33.28,-388,-59,15
-7164,6416,12144,33.24,-268,-22,-3
-7220,6364,12268,33.33,-121,-33,-8
-7212,6316,12340,33.19,-404,-73,8
-7160,6420,12280,33.24,-140,-34,-16
-7104,6376,12084,33.24,-340,-17,-7
-7156,6416,12468,33.24,-101,-54,-23
-7220,6456,12288,33.19,-221,-31,-4
-7256,6432,12236,33.28,-444,-44,35
-7200,6460,12232,33.19,-146,-10,-19
-7168,6376,12444,33.19,-241,-37,-21
-7220,6356,12208,33.28,-220,-32,-30
-7128,6388,12288,33.28,-371,-32,28
-7232,6460,12184,33.14,-130,-11,-13
-7204,6388,12344,33.33,-283,-62,-7
-7092,6404,12224,33.33,-229,-27,3
-7164,6352,12016,33.19,-287,-49,8
-7144,6440,12340,33.28,-249,-55,-2
-7248,6420,12336,33.19,-276,-35,-4
-7180,6472,12256,33.38,-132,-32,16
-7260,6492,12188,33.24,-459,-83,-4
-7252,6480,12228,33.24,-253,-13,4
-7140,6376,12144,33.19,-323,-69,12
-7168,6364,12252,33.24,-287,-61,-16
-7192,6352,12208,33.33,-241,-45,-12
-7248,6392,12288,33.33,-303,-62,-1
-7292,6400,12296,33.24,-227,-51,2
-7208,6300,12308,33.28,-355,-68,16
-7176,6476,12232,33.24,-156,-16,-30
-7212,6428,12308,33.24,-362,-36,12
-7212,6340,12252,33.24,-125,-19,-2
-7220,6424,12288,33.28,-302,-23,-3
-7272,6440,12204,33.28,-168,-40,-18
-7180,6516,12404,33.28,-271,-56,-13
-7268,6316,12216,33.28,-231,-28,-14
-7204,6372,12304,33.19,-264,-59,-21
-7216,6356,12316,33.28,-218,-26,-20
-7112,6372,12228,33.24,-527,-31,43
-7180,6452,12280,33.33,-94,0,-9
-7156,6428,12196,33.24,-234,-56,-21
-7164,6284,12328,33.33,-148,-18,-22
-7176,6404,12236,33.33,-233,-31,-16
-7180,6500,12264,33.38,-220,-31,0
-7144,6424,12368,33.28,-301,-46,6
-7168,6464,12188,33.33,-306,-57,-1
-7176,6432,12336,33.28,-175,-49,-15
-7192,6288,12300,33.38,-91,-62,-17
-7232,6424,12184,33.28,-281,-39,-20
-7308,6380,12152,33.19,-257,-43,7
-7168,6368,12368,33.24,-308,-18,0
-7060,6428,12176,33.24,-180,-13,-10
-7016,6488,12152,33.24,-297,-17,-1
-7188,6428,12332,33.42,-83,-51,-18
-7048,6500,12252,33.28,-352,-5,18
-7196,6456,12132,33.33,-170,-57,-11
-7112,6516,12280,33.24,-265,-43,-28
-7172,6412,12252,33.33,-110,-59,-27
-7160,6432,12296,33.24,-375,-38,13
-7192,6444,12212,33.38,-341,-46,22
-7168,6392,12264,33.19,-324,-29,-5
-7176,6504,12272,33.28,-222,-42,-7
-7104,6428,12276,33.33,-90,-7,-23
-7148,6368,12156,33.19,-478,-42,36
-7240,6416,12156,33.28,-153,-23,-31
-7128,6428,12196,33.28,-292,-33,-19
-7188,6420,12112,33.28,-163,-58,-26
-7072,6432,12208,33.28,-199,-60,-21
-7136,6488,12228,33.28,-94,-12,-12
-7112,6464,12264,33.24,-377,-46,18
-7156,6460,12332,33.28,-78,39,-6
-7240,6548,12080,33.33,-150,8,-39
-7212,6424,12460,33.28,-188,-87,-53
-7152,6492,12360,33.19,28,-30,-42
-7200,6428,12184,33.24,-442,-69,31
-7172,6376,12312,33.28,-493,-22,19
-7260,6504,12240,33.19,-510,-111,9
-7152,6356,12332,33.33,20,-42,-60
-7228,6468,12116,33.28,90,-61,-44
-7188,6432,12352,33.33,-507,-145,9
-7276,6436,12244,33.24,-11,-31,-21
-7232,6428,12180,33.28,-452,-123,27
-7260,6468,12288,33.28,-161,-39,-39
-7176,6428,12156,33.28,-433,-35,-14
-7164,6444,12208,33.28,-58,-48,-16
-7220,6432,12072,33.28,-255,-72,2
-7124,6372,12448,33.19,126,-34,-53
-7204,6476,12256,33.28,-230,-74,-3
-7248,6368,12212,33.38,-64,-19,-30
-7152,6376,12280,33.33,-317,-66,-1
-7116,6432,12152,33.33,-422,41,42
-7164,6468,12156,33.24,-451,17,33
-7168,6392,12212,33.38,-620,-91,44
-7224,6392,12240,33.28,-58,-54,-31
-7112,6340,12224,33.33,-668,-42,34
-7232,6488,12308,33.24,87,-4,-42
-7164,6392,12384,33.33,-484,-64,27
-7192,6324,12300,33.33,-277,24,-2
-7228,6412,12384,33.19,-305,-44,35
-7220,6304,12152,33.33,-194,-22,-23
-7144,6492,12388,33.33,-196,-62,-26
-7188,6372,12280,33.24,-344,-56,18
-7180,6476,12304,33.24,-176,-10,-24
-7096,6440,12160,33.28,-222,-35,-7
-7240,6480,12332,33.28,-230,-70,2
-7128,6352,12288,33.33,-245,-5,15
-7260,6448,12188,33.28,-330,27,32
-7284,6508,12324,33.24,-117,-6,-49
-7340,6480,12136,33.24,-122,-92,11
-7176,6500,12252,33.19,-375,-65,14
-7128,6580,12160,33.28,-239,26,-16
-7132,6400,12400,33.33,-367,-46,11
-7136,6376,12120,33.28,-230,-40,10
-7136,6420,12556,33.38,-385,-50,21
-7256,6412,12212,33.42,-173,-30,2
-7244,6492,12208,33.28,-162,-57,-42
-7108,6428,12316,33.28,-376,-93,19
-7116,6380,12252,33.28,-225,-28,-25
-7084,6416,12340,33.28,-211,-69,-18
-7216,6352,12256,33.28,-209,-18,-3
-7240,6476,12220,33.42,-148,-34,-2
-7240,6376,12288,33.33,-319,-55,13
-7156,6336,12028,33.28,-136,-23,-20
-7232,6472,12296,33.19,-287,-80,4
-7192,6492,12260,33.24,-239,-35,-19
-7268,6532,12004,33.24,-101,-21,-50
-7120,6440,12164,33.42,-336,-27,14
-7184,6424,12264,33.38,-203,-60,-2
-7232,6408,12220,33.28,-241,-29,-13
-7212,6392,12404,33.38,-262,-57,11
-7316,6348,12260,33.28,-211,-93,1
-7248,6460,12232,33.24,-226,-75,-8
-7208,6436,12340,33.28,-349,-71,9
-7076,6368,12196,33.33,-198,-44,-1
-7032,6420,12164,33.33,-317,-32,15
-7176,6392,12452,33.28,-162,-8,-23
-7168,6404,12244,33.28,-188,-21,-3
-7132,6432,12244,33.33,-435,-97,44
-7160,6316,12464,33.33,-160,-28,-44
-7224,6364,12196,33.33,-311,-34,-13
-7156,6380,12320,33.28,-248,-62,-11
-7156,6468,12184,33.24,-211,-63,-10
-7212,6356,12268,33.33,-173,-38,-5
-7176,6464,12232,33.28,-229,-15,-10
-7152,6396,12444,33.28,-88,-1,-24
-7328,6428,12528,33.33,-251,-28,4
-7152,6408,12284,33.28,18,-89,-64
-7188,6372,12396,33.33,-643,-211,-3
-7184,6396,12184,33.33,83,-101,-52
-7168,6380,12224,33.33,-118,-89,-21
-7104,6368,12444,33.28,6,-34,-34
-7036,6460,12212,33.33,-447,-33,11
-7132,6392,12268,33.33,-226,-108,-16
-7208,6480,12280,33.33,-263,-11,-4
-7128,6492,12284,33.24,-177,-48,10
-7228,6556,12260,33.38,-139,30,-3
-7136,6384,12244,33.24,-597,-25,53
-7196,6360,12168,33.33,-282,-2,25
-7200,6384,12328,33.38,-334,-14,-1
-7068,6392,12300,33.24,-493,-17,40
-7248,6376,12292,33.24,-341,-37,1
-7244,6440,12196,33.28,-244,-69,-12
-7276,6328,12316,33.38,-127,10,-27
-7096,6364,12176,33.24,-261,-68,-10
-7264,6396,12300,33.33,-122,26,5
-7140,6412,12404,33.28,-346,-45,-1
-7156,6480,12240,33.24,-317,-13,-7
-7116,6436,12368,33.38,-270,18,13
-7060,6456,12304,33.38,-284,-82,-15
-7256,6364,12268,33.28,-175,-12,-18
-7204,6308,12284,33.28,-227,-61,-47
-7200,6348,12160,33.28,-108,-7,-37
-7204,6512,12212,33.33,-116,-36,-50
-7080,6360,12256,33.33,-510,-4,50
-7180,6440,12212,33.19,17,-21,-20
-7220,6356,12120,33.28,-624,-7,73
-7180,6436,12240,33.33,-327,-1,17
-7168,6424,12244,33.38,-203,-33,-3
-7188,6404,12420,33.33,-567,-62,40
-7268,6400,12080,33.24,-1,0,-39
-7276,6416,12228,33.24,-409,-69,28
-7180,6396,12400,33.38,-38,13,-27
-7196,6336,12176,33.33,-281,-25,2
-7100,6424,12348,33.38,-136,-29,-7
-7240,6360,12216,33.33,-196,-83,-17
-7232,6424,12244,33.33,-303,-53,-6
-7160,6472,12280,33.33,-88,-67,-41
-7224,6432,12252,33.38,-515,-48,3
-7292,6412,12220,33.33,43,-105,-58
-7176,6468,12312,33.33,-336,-25,-11
-7140,6424,12220,33.38,-371,-8,25
-7120,6432,12232,33.38,-434,19,30
-7236,6452,12064,33.42,-228,9,-1
-7188,6436,12236,33.33,-401,-49,33
-7048,6392,12228,33.24,-204,-13,30
-7188,6448,12468,33.28,-272,-36,2
-7092,6488,12348,33.33,-183,-14,0
-7132,6412,12356,33.38,-256,-49,-4
-7196,6424,12224,33.28,-279,-47,-14
-7196,6504,12228,33.38,-162,-80,-30
-7100,6444,12352,33.38,-174,-21,4
-7272,6388,12364,33.42,-289,-29,-19
-7136,6408,12376,33.28,-112,-58,-44
-7184,6364,12096,33.24,-299,-72,1
-7280,6488,12148,33.38,-248,-58,-25
-7152,6364,12172,33.28,-303,-66,12
-7140,6332,12080,33.33,-207,7,-5
-7224,6380,12316,33.28,-290,-5,-8
-7244,6508,12300,33.33,-326,-58,27
-7168,6432,12248,33.28,-251,-24,-35
-7104,6420,12264,33.19,-286,-57,-13
-7220,6364,12332,33.28,-267,-52,4
-7252,6504,12348,33.24,-218,-11,-13
-7248,6392,12284,33.14,-237,-42,-14
-7256,6312,12252,33.33,-273,-44,-13
-7048,6388,12188,33.33,-293,-38,-2
-7236,6432,12288,33.33,1,-25,-38
-7236,6500,12172,33.33,-346,-68,4
-7044,6456,12352,33.38,-95,-4,-21
-7180,6436,12472,33.33,-311,-89,8
-7232,6436,12216,33.38,-321,-21,22
-7196,6376,12204,33.28,-323,-13,7
-7236,6400,12072,33.24,-298,-69,-5
-7140,6380,12228,33.28,-220,-37,-9
-7208,6424,12292,33.19,-142,-25,-6
-7240,6440,12168,33.33,-307,-60,9
-7144,6420,12192,33.28,-222,-57,-15
-7132,6392,12288,33.28,-435,-79,9
-7176,6408,12340,33.33,-205,-4,-12
-7152,6360,12232,33.24,-252,-35,5
-7168,6432,12096,33.28,-365,-6,20
-7124,6388,12280,33.28,-148,-34,-19
-7148,6336,12172,33.33,-284,-87,-35
-7256,6476,12412,33.33,-161,-28,-31
-7148,6352,12216,33.33,-297,24,21
-7200,6504,12260,33.38,-226,-31,17
-7260,6428,12260,33.24,-103,-52,-16
-7160,6432,12188,33.33,-50,-87,-67
-7216,6344,12048,33.33,-241,-82,-2
-7160,6508,12372,33.33,-309,-4,6
-7076,6412,12164,33.33,-285,-31,-12
-7144,6416,12304,33.33,-185,-7,6
-7288,6384,12112,33.19,-246,-16,-10
-7200,6468,12276,33.28,-448,-44,4
-7296,6368,12264,33.33,57,-16,-31
-7136,6416,12108,33.28,-118,1,-21
-7164,6508,12304,33.33,-234,-81,22
-7164,6432,12204,33.28,-445,-41,4
-7148,6332,12200,33.33,51,31,-21
-7288,6368,12244,33.19,-401,-3,34
-7236,6336,12184,33.33,-222,-60,-16
-7180,6392,12196,33.33,-263,-74,-29
-7064,6380,12104,33.33,-245,16,47
-7224,6544,12060,33.28,-370,80,51
