AccX,AccY,AccZ,Tmp,GyroX,GyroY,GyroZ
-792,-15180,12264,33.57,32767,-10862,-25884
5020,10376,4500,33.47,32767,-4092,-14087
3768,7384,13860,33.57,-29784,5542,-587
1628,1292,16080,33.47,-32768,7505,20261
508,-13344,9092,33.47,-32768,16076,25489
-596,-15108,12220,33.47,-430,1890,2752
12,-9620,7156,33.47,32767,28,-4771
-1328,-2196,11792,33.52,32767,6941,-5800
-1924,-3772,13960,33.57,21261,11357,-3032
-3460,-4528,15432,33.52,6239,14815,2218
-4696,-6724,19208,33.61,-1772,6910,3148
-5372,-5952,20220,33.52,683,2712,2437
-8496,-11284,30204,33.57,-4566,-18420,-2016
-5204,-5308,14752,33.57,30593,-32768,-7973
-68,-2900,8592,33.52,6282,-32387,3535
4956,-1836,1872,33.57,1677,-11424,-5209
7496,1472,1660,33.61,-350,7855,-1679
3248,-232,712,33.52,-5111,28094,-954
-4720,1528,6948,33.57,4326,32767,1444
-10760,-5520,32767,33.61,-5122,32767,7655
-9884,-7184,32268,33.47,-3610,-5120,-1529
-5976,-1656,25880,33.52,4918,-24115,-4456
-3076,-2496,7624,33.57,7567,-32768,-1210
2492,-300,8624,33.57,25452,-25344,3118
2512,-2936,6344,33.57,24354,-13795,-873
5404,4784,4260,33.47,-29797,13357,-3076
1716,372,712,33.66,-32768,32128,-384
-6996,-1812,13956,33.52,-2588,32767,6431
-10924,-12072,31100,33.47,-8569,23900,5396
-10132,-5288,32767,33.61,17287,-12723,-6723
-10420,-120,24644,33.52,8159,-32768,-1781
832,892,4748,33.57,14198,-32768,-650
4304,660,4620,33.52,13052,-24510,4861
6872,3024,1092,33.57,4578,-3647,93
5144,1700,-136,33.57,-26555,20025,228
-1264,644,292,33.52,-17114,32767,253
-10500,1172,18800,33.57,-9917,32767,6441
-14808,-11900,32767,33.57,-2696,11368,5474
-10672,-2704,28664,33.57,14757,-24613,-8415
-7656,-164,17728,33.57,3386,-32768,-1697
708,-2376,1900,33.57,32767,-32768,5308
6808,3304,972,33.57,8077,-10295,-882
6544,4136,-740,33.66,-14057,13707,-800
-640,-8,-3420,33.57,-23837,32767,-2939
-11344,1740,16252,33.57,-8323,32767,1863
-15788,-8180,32767,33.57,-11166,20002,6188
-13328,-3036,26316,33.47,10099,-24194,-7695
-6684,5396,20976,33.57,22108,-32768,3135
-4624,-9004,0,33.47,10976,-32768,3295
9892,8752,-224,33.61,-375,-10077,-6339
7268,4856,-312,33.52,-1677,10039,2499
164,72,-2720,33.57,-7518,32767,4416
-9572,-1736,11364,33.66,-18980,32767,-834
-12020,624,32767,33.52,-6243,27721,-710
-11036,968,32767,33.52,8239,-11804,689
-13572,-1192,32767,33.57,-248,-32768,2491
-3236,2340,4528,33.57,11175,-32768,2423
6236,900,-3448,33.57,14558,-22476,-100
8608,5208,-2328,33.52,-2253,6223,-550
3128,4424,972,33.57,-4742,28250,6383
-8036,-2212,3760,33.52,-3287,32767,1556
-15248,-1772,25652,33.52,-31669,32767,-1930
-16476,-1016,32767,33.52,-5256,-1746,-1381
-11648,1284,25756,33.61,32699,-32768,3949
-8252,-1128,11484,33.52,-1966,-32768,8467
2820,244,-560,33.57,18121,-28376,-3898
7748,8588,1208,33.57,701,-8098,-5619
5996,6924,-4824,33.57,-12461,16765,292
-5096,4476,-5220,33.57,-12896,32767,1893
-15048,-564,30904,33.57,-11360,32767,-513
-12144,1052,32767,33.52,-11863,11699,-5105
-11736,1208,32767,33.61,7648,-24637,-1011
-10664,-2992,12144,33.66,16390,-32768,-492
2464,2020,-6348,33.61,4532,-23247,-8681
6720,9804,-2380,33.52,-11437,13877,-8877
-4552,336,10476,33.57,-4643,30968,-7803
-7492,6096,20980,33.47,-1186,24826,-11957
-3992,12344,8368,33.61,-4517,21116,6416
-8032,9572,22180,33.52,-8798,19638,11237
-11040,6980,18640,33.57,-27979,4632,25403
-13604,-5160,18180,33.52,-2384,-1983,26718
-11132,-4640,19268,33.57,-3875,-16069,13195
-9716,-832,23204,33.57,-11150,-32027,10769
-9720,-7540,8984,33.66,9351,-29692,-9985
-3040,3260,10980,33.57,336,-16311,-24182
-644,4616,4812,33.52,20842,-11150,-29959
10244,25392,13556,33.52,19734,-644,-24531
-1236,5888,6112,33.57,8536,6775,-14998
2992,13888,-248,33.57,-18150,24636,-13852
-6920,9640,10652,33.52,-10036,32767,-4908
-12524,5936,23220,33.47,-6790,20157,214
-8964,9780,14816,33.57,-15034,6855,11459
-8464,9608,14204,33.66,-12513,892,20936
-12128,636,16060,33.61,-6702,-4751,28172
-10152,-1916,18684,33.61,-24987,-10362,19654
-7508,372,16968,33.66,-3706,-19793,3061
-6420,900,20408,33.47,-2387,-24187,-2756
-4296,1904,9408,33.57,1224,-20771,-10988
-2640,560,9444,33.52,12033,-12179,-19400
1432,10824,12888,33.52,1461,-8867,-16591
880,7180,9748,33.57,12215,-924,-9575
-1024,6396,11140,33.57,-4664,8736,-17265
-1236,10336,15896,33.61,-4236,10745,-11627
-4060,1884,7596,33.57,-2976,17257,-12851
-7484,4204,18412,33.61,-3126,17094,-12656
-9476,736,19948,33.57,5228,12568,-14386
-10184,3468,21072,33.57,8071,-3108,-12232
-7092,7112,13128,33.61,10949,-14778,-9235
-4768,9588,11780,33.57,-2567,-17821,-2374
-3120,10800,14148,33.61,-6978,-18200,7394
-1612,8796,15180,33.57,-11053,-14382,9059
-1388,2204,10960,33.71,-15859,-7039,4848
932,8608,13484,33.66,-8459,-6113,15062
-3888,-8032,5168,33.61,-17912,4447,10481
-2368,3080,7656,33.66,-5372,18957,8259
-8824,-2644,10160,33.57,3234,28494,9885
-11796,2472,12092,33.57,-3588,32767,7418
-12008,10000,22096,33.66,-4256,21775,20500
-14912,-3696,15232,33.66,6088,4169,21288
-10952,5012,17324,33.66,4430,-3173,21889
-11188,2560,17012,33.66,5649,-14640,28668
-9928,-1012,14740,33.47,1218,-16193,16259
-9592,-1528,17800,33.61,630,-21106,2775
-8532,-1516,16960,33.61,1018,-23673,-8481
-3564,11864,12776,33.66,5954,-25496,-12373
-3192,-432,5332,33.52,30609,-22831,-6736
-520,8776,8404,33.66,17854,-8012,-17812
-620,3700,6824,33.57,13044,-12710,-19207
-792,14388,4320,33.57,10983,3030,-19115
-5484,8316,9716,33.57,6227,10576,-26830
-7460,13276,17552,33.57,-12629,9120,-20581
-8920,12984,13364,33.57,-4546,-3661,-10891
-6072,16984,10224,33.71,3397,-11470,-3217
-5812,17204,12748,33.57,-4576,-17371,2078
-4116,16736,9056,33.61,-8260,-16975,4003
-4,17544,5084,33.66,-8170,-15719,8516
-536,14776,9960,33.61,-14716,-10409,21235
-196,376,8892,33.66,-18247,-8185,2471
5464,9180,11140,33.61,-13727,-6955,5413
2896,1964,6248,33.61,-12825,-2101,6597
3008,5720,13008,33.61,-13212,8855,1727
1660,4064,11824,33.66,-16529,10396,5174
244,732,9116,33.75,-15719,17193,1649
-2208,2260,17148,33.61,-11106,17908,7683
-6196,-4148,14172,33.57,-4593,18431,1292
-5308,3420,12024,33.57,9256,23560,-6544
-7916,9828,15124,33.75,-2811,28719,7839
-11820,-440,16716,33.57,-13709,12045,17298
-9316,7628,12804,33.57,-3327,7476,16822
-11452,3408,14872,33.57,812,4860,27165
-13044,-172,21204,33.57,-9718,-8197,28001
-13168,-5364,15384,33.57,5403,-20597,18399
-7104,2896,15628,33.66,14121,-19444,5072
-5428,1752,12824,33.52,9196,-20702,3921
-4228,1844,10940,33.61,6687,-14972,-9414
-3096,4920,13224,33.61,16504,-15240,-16138
-1376,11372,11096,33.61,13977,-12364,-11507
-948,3848,5580,33.61,11366,-6771,-12084
-3996,6648,6092,33.52,23328,930,-29981
-3164,14792,2404,33.61,32767,1691,-32768
-7988,18384,10544,33.57,16455,285,-20278
-8444,17788,12784,33.57,-13027,-8159,5521
-4980,15412,5552,33.52,-4540,-13205,-1367
-4472,17988,7364,33.57,-8357,-12043,7129
-2988,16928,8596,33.71,-8211,-12788,7429
-1644,13916,6952,33.57,-13248,-12005,8833
-104,13612,6108,33.57,-25506,-8692,7106
1360,12908,8700,33.57,-24014,-4385,9559
184,6476,11964,33.57,-16563,-4476,-329
3524,10884,10440,33.57,-32768,2730,11362
-1180,-4704,8816,33.57,-32768,14368,13075
-1128,452,13328,33.52,-4383,10520,2466
-1688,-1776,8504,33.52,-3318,16960,5919
-4828,3256,11224,33.61,8677,27202,4335
-9176,1728,16392,33.66,2637,25797,10316
-12428,-3652,17184,33.71,-7468,27330,2511
-9876,8300,14156,33.66,2388,17677,8751
-11548,4048,14612,33.71,-5215,9356,15199
-13980,4868,19720,33.57,-7315,-2009,19432
-12680,-880,14468,33.71,-4806,-12273,21420
-10572,2344,17256,33.66,1516,-22012,14070
-9420,-280,16380,33.61,14115,-25721,12017
-6756,-1688,12476,33.52,28076,-23727,1629
-3468,9452,11084,33.75,32767,-26755,-9002
-1808,10592,7900,33.57,8488,-18164,-492
-1752,6916,5344,33.52,7485,-13353,-8695
-3612,8016,-604,33.61,14264,-4067,-21050
-1368,17748,4348,33.66,19081,5199,-17100
-4904,19740,6420,33.66,6936,-4125,-18232
-5176,20140,2388,33.61,-10626,3897,-10098
-7012,17912,10520,33.57,-10312,-6774,1800
-2164,21928,4224,33.71,-27101,-10285,945
-8456,10792,12240,33.66,-17347,-19837,1278
-3656,12684,7272,33.61,-15228,-23461,3371
2180,12160,8860,33.57,-17214,-25660,5209
3976,12436,7108,33.71,-26366,-16571,17582
2148,-1268,7140,33.66,-5283,-6449,7903
4812,7640,14520,33.66,-5835,-6330,6019
4824,5168,14232,33.71,2019,-3268,9713
5120,4600,11872,33.66,-4026,-945,8439
6060,5628,14040,33.71,-4626,-314,5271
5828,3620,13488,33.57,-4554,-113,6387
5972,3548,14780,33.66,-2302,-902,5332
6528,3688,13732,33.47,-2828,-663,4105
6732,3380,13536,33.75,528,-1083,4165
7036,2300,11280,33.75,-856,1177,3994
6448,1912,11488,33.71,-4325,6119,2801
4468,476,10120,33.57,8499,11463,-4299
4828,3832,4560,33.61,21990,24304,-15907
-532,7488,8120,33.71,-378,32767,-9052
-8744,1828,15200,33.66,-3197,32767,-15591
-10284,7528,16392,33.61,-2562,28431,-15986
-11480,7868,19368,33.57,-17494,18461,-1953
-13644,2192,16048,33.57,-4430,2700,-2774
-10016,5588,11916,33.61,3044,-304,196
-9364,3996,12256,33.66,2568,-108,3017
-10316,2228,11932,33.61,-2513,1105,169
-11164,3920,13676,33.61,-1655,-220,-868
-15616,3288,27668,33.57,-4764,-11053,-1919
-17716,880,17824,33.66,-12815,-32768,663
-5744,5912,7740,33.71,7170,-32768,3016
132,592,4352,33.66,7249,-30140,4428
1772,520,10888,33.57,1835,-23516,10364
3192,332,11712,33.75,10779,-11432,3798
3456,1880,14852,33.75,3469,-8420,1831
6000,4040,11884,33.71,6624,-7755,1497
5620,5376,16732,33.66,-1569,-4802,2654
6112,2648,12160,33.61,-5301,-5930,2011
6836,4088,14040,33.61,-48,-2403,1926
6656,2236,11756,33.66,787,-2764,1567
7424,2612,8908,33.66,3534,2570,-663
7176,2500,5324,33.57,-886,12327,1432
3352,1484,-3268,33.61,27767,32767,-14102
-7300,4780,7288,33.57,-538,32767,-22917
-17756,2236,24624,33.75,-20795,32767,-9927
-16224,8580,28496,33.71,2480,9073,-7532
-11776,7232,16080,33.61,2243,-2940,3119
-7636,4952,9620,33.61,1357,-726,5569
-9516,2484,12472,33.66,-7088,730,2247
-12320,4400,16532,33.61,-12561,-1838,-2399
-13284,6316,20900,33.66,-7276,-15376,2251
-11724,7276,21416,33.57,9908,-32768,7897
-7068,-96,13032,33.66,6466,-32768,12205
-956,5500,5892,33.75,7401,-32768,6342
4496,4528,4812,33.71,2541,-25798,6663
6040,6960,10496,33.57,2248,-10381,3921
6112,4728,9656,33.66,2079,-5943,2177
6720,6936,13788,33.61,10579,-1804,-1302
6772,5360,11272,33.61,393,-4241,726
7972,8196,12408,33.66,4085,-3192,330
7696,6148,10748,33.61,1328,-2290,-133
8020,6808,10552,33.75,438,-28,232
7460,6840,12108,33.66,-2247,759,382
7880,6392,10520,33.57,-2940,2017,-814
8152,6416,8832,33.71,1123,6115,-1439
6564,2832,4260,33.66,-13400,15869,-1381
3528,4092,-2860,33.66,-447,32767,-14663
-10300,2100,9392,33.75,-8731,32767,-17723
-16952,5168,21576,33.71,-31225,32767,-8510
-18172,2084,28312,33.57,-13253,6675,-4415
-10868,4152,13132,33.61,7668,-4429,-2967
-8756,3276,12852,33.66,2313,-3680,916
-9924,2100,14404,33.61,-299,-3443,-136
-12348,2020,21792,33.57,-6097,-7666,-1883
-14304,1784,20804,33.61,-5288,-30131,5518
-10056,376,17008,33.57,17073,-32768,7724
-1956,-488,9164,33.71,12714,-32768,13598
4048,1392,2644,33.66,17542,-28700,5081
6600,4208,1972,33.71,16147,-13238,2815
6432,9268,11576,33.61,3959,-1812,558
6616,9408,10820,33.71,-2255,1347,-611
6396,8780,14232,33.71,-656,-1375,1997
7188,8072,11996,33.66,-3502,-4205,1141
7736,7756,10936,33.61,3257,-2046,2373
7408,7112,10984,33.66,-5818,-2409,1668
8544,8004,8960,33.66,3992,918,39
7648,7224,10376,33.66,-1346,3463,1556
7432,6676,11040,33.66,-5853,5376,681
7132,5372,8836,33.57,-4626,8860,-1515
5836,244,104,33.71,-7007,20641,-8024
616,108,-6296,33.66,-7103,32767,-24966
-12648,2936,8148,33.66,-22085,32767,-12248
-21924,2280,32767,33.71,-17526,30308,-10637
-14984,3300,19684,33.61,459,-3506,-3253
-9260,4388,14708,33.61,4917,-8543,315
-8052,2748,12856,33.66,1805,-7363,1674
-10952,4144,23096,33.66,-5038,-13861,2722
-10544,7404,23360,33.71,1837,-27959,7942
-7392,-1880,13024,33.71,20050,-32768,14474
-16,-1096,9644,33.61,17449,-32768,10383
6180,4056,3700,33.61,22816,-24106,5418
7132,7492,4436,33.71,20372,-8834,3134
6332,10828,11152,33.75,2348,-3228,1692
7728,11132,8636,33.71,4116,-3659,1022
7888,9768,10332,33.66,893,-2526,3713
7736,9136,11236,33.61,-2735,-4944,2950
9156,9796,8188,33.71,1009,-3616,1181
9208,9608,7640,33.71,373,-957,2168
8484,8612,8960,33.71,-1414,-224,1150
8780,8448,7248,33.66,-2167,1691,-1233
9088,7128,3080,33.71,-12022,9418,-3753
7436,4876,-3196,33.66,-26218,29258,-4162
-2640,-4672,-360,33.61,-5953,32767,-23778
-13372,7016,11204,33.66,-26135,32767,-21120
-19424,4512,32767,33.66,-13120,15617,-5915
-13700,4132,18784,33.71,2932,-8312,-4396
-6956,6320,12208,33.66,6963,-9197,2764
-6264,3068,10892,33.71,5849,-5180,6726
-8020,2684,15372,33.61,-5991,-572,239
-10756,9016,28028,33.66,-3212,-15784,6206
-10976,3616,21096,33.61,24159,-32768,16713
-4500,224,13552,33.66,17828,-32768,16820
2784,1320,4636,33.61,32229,-32768,13369
6740,2888,-1604,33.61,28834,-20706,4674
9172,12216,5460,33.71,1470,-6286,-1539
9980,13668,2888,33.61,-6714,1269,-4467
8748,13632,9560,33.52,-2196,873,-540
9396,11472,6484,33.61,1236,-1599,827
9660,11644,7028,33.66,-662,369,724
9288,10636,6456,33.66,-3946,773,2396
8668,10316,8112,33.71,-4470,1696,1041
8812,10328,8336,33.75,-2928,1792,34
8760,9440,6480,33.75,-6008,4193,-977
8680,7356,1808,33.66,-18740,11288,-4232
5708,5076,-4392,33.71,-32768,32767,-2133
-4104,340,2044,33.80,-20047,32767,-17008
-16972,1328,11108,33.57,-32768,32767,-7207
-24176,-5988,32767,33.66,-3704,13284,-907
-15748,-244,16184,33.61,18608,-14118,-4825
-7496,4920,12768,33.75,5215,-9941,-381
-11104,3264,20328,33.75,-3993,-18476,2341
-11488,1620,24080,33.71,7870,-28127,6553
-6344,72,11348,33.66,26921,-32768,14029
964,3164,8252,33.66,3702,-29855,1504
4972,4752,5496,33.66,14356,-22717,3479
4828,6432,10548,33.66,20080,-11854,-463
6008,7984,8964,33.66,3175,-8933,832
7268,9328,8092,33.71,10073,-4868,-1086
7572,9900,10728,33.61,-1500,-2817,2406
7852,10224,11336,33.66,3314,-4103,1235
7216,7776,11128,33.66,4973,-5302,2115
8360,9752,8464,33.71,-229,-3236,-749
8824,10244,7484,33.66,-153,-448,628
8488,9060,8208,33.66,-83,2388,905
8076,8816,10140,33.71,-5324,3524,424
8500,8424,6884,33.66,-8635,6640,-1875
9204,9672,1256,33.61,-29193,18717,-1644
2020,-3516,-3668,33.71,-30958,32767,-12506
-7112,2236,8652,33.71,-12591,32767,-6533
-18772,-2124,21984,33.66,-17489,32767,-670
-17676,-776,28408,33.66,-6123,9193,-5261
-12680,2204,16544,33.66,5874,-5517,-2057
-9636,2804,15760,33.71,3929,-8525,3569
-10656,1724,17480,33.71,6326,-13381,4853
-10812,5616,20956,33.71,16798,-25732,10034
-9448,2812,18828,33.66,25989,-32768,16341
-1668,2564,7024,33.75,16813,-32768,11976
3184,1416,4844,33.66,20448,-26931,7372
7360,8644,2664,33.66,5658,-12976,-25
6916,10800,8124,33.66,3674,-4771,1367
6904,10552,9076,33.66,8371,-5523,-534
9004,2528,6508,33.61,32767,-9216,-5431
9836,15604,5520,33.71,19520,-4445,4199
9388,13808,2916,33.66,-32029,-6598,237
9464,10272,4316,33.75,-5539,-1145,963
9320,12592,7808,33.71,-7616,-1095,2076
9376,10392,5884,33.66,-9929,452,2854
8876,8752,5212,33.80,-9081,5157,814
8888,9000,4508,33.66,-18976,10544,-275
7376,6884,2748,33.71,-32768,21009,2366
1368,-344,-588,33.61,2008,32767,-10401
-7336,-496,5356,33.66,-19121,32767,-18209
-17220,-1412,28128,33.75,-32768,32767,2781
-15884,-20,22800,33.80,6718,7506,-4291
-11888,3232,18060,33.71,11084,-6026,1411
-8404,1732,11444,33.71,3599,-6485,4169
-8340,1276,12856,33.71,-1895,-1547,3283
-10968,1108,21252,33.61,-3805,-7122,652
-9784,6484,20744,33.71,13153,-19969,5987
-11024,5024,25120,33.75,27306,-32768,15576
-6488,104,11216,33.71,32767,-32768,15642
896,3784,6460,33.66,32767,-32768,15032
8120,6412,-2792,33.66,32767,-21786,704
8844,7448,-4988,33.71,-2493,-9994,4080
9752,11256,-1600,33.71,-6310,-64,277
9776,13688,3664,33.66,-14265,4821,-69
9764,13288,4188,33.80,-2393,1724,-1887
9424,14880,6832,33.66,2597,-790,292
9408,13012,4320,33.61,-724,-1879,1681
9456,11952,4132,33.75,-2236,-213,2070
8676,12184,5796,33.71,560,129,1423
8700,11324,4288,33.71,-3618,-760,-534
8812,12252,4668,33.66,-1265,668,-1116
8416,12444,5960,33.71,-1577,1335,-1149
8688,12564,5236,33.80,-1563,926,-1779
8644,13500,5988,33.75,41,537,-544
8580,13484,5952,33.61,-3541,862,-954
8492,13736,6392,33.75,-1308,-443,358
8604,12192,6016,33.75,-1139,-620,-36
8948,12828,5188,33.71,-1271,116,-164
8540,12524,6004,33.66,-2914,40,202
8804,12152,6412,33.75,2597,-1206,-615
9108,12716,4852,33.80,967,-1189,-346
8828,12748,5744,33.66,138,-201,286
8600,12120,5108,33.66,-209,-828,347
8636,11716,5180,33.85,-734,253,105
8532,12284,5948,33.71,-2436,931,-49
8580,12024,6076,33.66,-1569,436,-745
8768,12504,6012,33.66,-544,1029,-496
9020,12524,4952,33.71,-3405,1423,-469
8820,12024,5216,33.75,-5255,3435,-798
8620,11980,5328,33.71,-7896,6057,-2338
7832,11988,5212,33.80,-3023,7244,-3220
6708,11232,6792,33.75,-3067,9656,-4138
6424,12172,6240,33.75,-4491,14798,-3650
4180,9732,10560,33.66,-27310,12605,1095
3016,5648,8868,33.80,-21829,15686,2124
996,6668,10976,33.75,11981,20810,-5236
-1316,9152,14992,33.75,7872,20319,-9427
-1856,7452,10872,33.85,-24590,17741,-10280
-4320,9688,17856,33.75,-5077,15779,-5758
-5424,6500,12444,33.71,-4509,10241,-4440
-7628,5140,15168,33.71,-9035,16245,-4942
-8632,4792,15776,33.66,-5660,7012,-3286
-7536,5052,11332,33.85,-8114,8741,-4922
-8816,1888,9012,33.75,-27153,-8145,-207
-8408,-168,17220,33.66,-12859,1992,-3460
-8940,-1676,11364,33.71,-246,-337,-4068
-6420,712,12588,33.71,-5711,-302,-1235
-6092,4284,14448,33.71,-3996,-4636,-5375
-7156,144,14072,33.71,-773,-808,-426
-7480,-220,14132,33.75,-529,-4204,319
-6700,224,13616,33.71,2153,-486,-3502
-6448,4,15120,33.75,8104,1982,-632
-7308,1396,12624,33.75,7729,-276,-942
-7052,1592,13852,33.71,-1620,1778,717
-6244,1644,13052,33.75,8468,1727,-416
-5836,-216,15832,33.66,8382,3109,715
-9964,5232,14040,33.66,21318,-998,495
-5176,7292,10000,33.71,18581,2135,-3964
-8136,5648,14708,33.75,4244,-621,5524
-7944,3152,11640,33.71,-2352,-533,1659
-4256,8692,15888,33.75,-2862,1285,1935
-7752,6192,12168,33.66,3710,1424,33
-7660,6024,11928,33.75,306,-449,-158
-7572,5932,12532,33.71,-2242,-239,41
-7568,6168,11936,33.71,1587,-7,-122
-7560,6116,11972,33.66,592,-155,-148
-7560,6092,12124,33.66,298,-212,-92
-7688,6256,11992,33.75,318,-179,-154
-7576,6244,12144,33.71,611,-190,-113
-7488,6308,12116,33.75,328,-95,-87
-7484,6152,11724,33.85,-2,-188,-108
-7604,6172,12152,33.75,7,-106,-67
-7608,6236,11996,33.71,-40,-170,-68
-7584,6380,12028,33.80,-141,-80,-28
-7604,6300,12124,33.75,-196,-117,-19
-7548,6292,12048,33.66,144,-75,-42
-7620,6260,12188,33.75,-102,-112,-19
-7660,6364,12160,33.71,-88,-68,-47
-7588,6388,11976,33.66,82,-149,-86
-7500,6424,12132,33.66,300,-74,-37
-7548,6404,12152,33.66,434,48,-128
-7536,6332,12176,33.66,1219,293,-80
-7624,6516,11668,33.75,1149,144,-142
-7544,6568,12032,33.75,-1442,-396,-100
-7584,6424,12036,33.66,974,-223,-145
-7476,6504,12080,33.75,-779,-244,-87
-7552,6668,11844,33.66,-44,-87,-115
-7488,6648,11900,33.75,-315,-105,-31
-7556,6456,12080,33.75,-114,-85,-24
-7476,6564,11916,33.71,-79,-51,-31
-7536,6584,11888,33.66,160,-71,-21
-7500,6580,11968,33.66,-285,-128,-22
-7516,6488,11924,33.71,-190,-73,-58
-7580,6572,11900,33.71,-65,-208,-102
-7588,6588,12044,33.75,241,-176,-63
-7596,6584,11872,33.66,-359,-171,-58
-7512,6576,12040,33.71,-181,-123,-44
-7452,6652,11964,33.71,-270,-95,-24
-7464,6584,11956,33.61,-280,-80,-25
-7528,6708,11956,33.71,-214,-99,-30
-7440,6588,11972,33.71,-29,-59,-42
-7472,6680,11892,33.71,-295,-64,-41
-7488,6636,12000,33.75,21,-99,-54
-7548,6608,11768,33.66,-89,-80,-31
-7508,6692,11936,33.71,-176,-112,-21
-7528,6684,11960,33.75,-118,-28,15
-7524,6580,11948,33.71,-57,-57,-29
-7536,6584,12000,33.80,-399,-73,-28
-7560,6532,11832,33.71,-35,-102,-53
-7604,6672,11964,33.61,-239,-92,-28
-7508,6668,11824,33.61,-47,-64,-49
-7496,6616,12036,33.71,-177,-100,-46
-7448,6644,11904,33.66,-125,-85,-28
-7568,6652,11824,33.75,-304,-61,11
-7396,6660,11948,33.71,4,15,-30
-7528,6696,11892,33.75,-444,-66,-6
-7480,6712,11972,33.71,-84,-96,-18
-7528,6680,11872,33.52,39,-52,-61
-7504,6672,12032,33.66,91,-89,-22
-7632,6808,11788,33.71,397,-14,-79
-7492,6680,11960,33.71,-469,-165,-55
-7604,6824,11932,33.66,70,32,-22
-7480,6656,11912,33.75,-93,-53,-61
-7580,6584,12004,33.66,-491,-143,-42
-7600,6728,12160,33.71,149,-112,-18
-7492,6772,11860,33.71,-272,-16,38
-7504,6740,11996,33.75,-284,-98,-6
-7400,6804,11712,33.75,-368,-7,-34
-7536,6772,11836,33.75,-308,-90,-11
-7484,6772,11852,33.66,81,-92,-33
-7456,6788,11864,33.71,-173,-75,-42
-7468,6780,11768,33.71,-174,-83,-52
-7484,6772,11836,33.75,-355,-108,-41
-7440,6756,11900,33.75,-208,-88,-50
-7384,6664,11920,33.66,-333,-71,-18
-7496,6680,11944,33.71,-99,-35,-39
-7472,6764,11864,33.75,-251,-54,-26
-7452,6776,11952,33.66,-309,-49,-15
-7392,6736,11912,33.85,57,-48,-31
-7536,6752,11896,33.66,-182,-68,-7
-7508,6716,11952,33.75,-273,-53,-17
-7416,6752,11864,33.66,-199,-77,-16
-7416,6768,11908,33.75,-161,-79,-23
-7460,6788,11800,33.66,-143,-79,-43
-7504,6808,11908,33.66,-245,-75,-26
-7560,6844,11788,33.75,-167,-46,-6
-7444,6828,11948,33.75,-197,-73,10
-7520,6788,11916,33.66,81,-15,-26
-7448,6840,11864,33.71,-261,-129,-28
-7448,6784,11972,33.66,-270,-87,-46
-7472,6772,11840,33.66,-118,-65,-14
-7456,6868,11928,33.85,-266,-107,-24
-7484,6756,11780,33.71,-225,-51,-18
-7496,6836,11880,33.71,-159,-39,-41
-7472,6812,11752,33.71,-216,-88,-12
-7556,6832,11944,33.71,-79,-20,-38
-7436,6824,11724,33.71,-127,-67,-22
-7516,6860,11884,33.71,-143,-74,-13
-7428,6788,11960,33.71,-701,1,43
-7348,6764,11920,33.75,-536,-31,33
-7444,6808,11920,33.66,91,-44,-6
-7440,6836,11864,33.66,-209,-84,-22
-7496,6824,11952,33.71,-216,-141,-17
-7412,6816,11844,33.80,-221,-43,-38
-7416,6884,11884,33.80,-180,-94,-23
-7364,6780,11916,33.66,-261,-61,-24
-7472,6792,11808,33.75,-192,-21,6
-7360,6872,11952,33.80,-354,-62,-17
-7384,6904,11744,33.80,-122,-73,-14
-7420,6760,12020,33.66,-307,-64,2
-7456,6816,11736,33.71,-208,-62,-12
-7424,6796,11880,33.71,-277,-40,1
-7416,6864,11928,33.75,-225,-65,-15
-7392,6804,11916,33.71,-180,-55,-6
-7396,6916,11820,33.66,-299,-49,-17
-7432,6836,11952,33.75,-195,-58,10
-7440,6776,11736,33.66,-223,-58,-6
-7460,6768,11940,33.66,-133,-64,-32
-7448,6736,11968,33.75,-218,-49,2
-7536,6876,11796,33.75,-317,-39,24
-7404,6900,11928,33.80,-176,-28,-5
-7396,6832,11816,33.80,-208,-52,-8
-7444,6856,11872,33.71,-121,-22,27
-7488,6780,11944,33.75,-275,-71,-24
-7364,6832,11892,33.75,-66,-43,-8
-7472,6860,11748,33.66,-247,-60,-7
-7372,6788,11964,33.75,-121,-35,0
-7516,6868,11772,33.80,-108,-40,-2
-7484,6932,11868,33.66,-142,-76,-6
-7484,6764,11760,33.75,-172,-58,-50
-7416,6876,11920,33.85,-217,-30,2
-7376,6868,11756,33.66,-146,-66,-13
-7380,6736,12048,33.66,-369,-76,-4
-7444,6784,11908,33.71,-64,-137,-79
-7400,6864,11868,33.75,-557,-22,52
-7416,6912,11944,33.71,-101,-12,24
-7372,6776,11768,33.80,-395,-77,-6
-7464,6900,11784,33.71,-273,-61,17
-7460,6860,11852,33.75,-250,-46,-21
-7404,6896,11932,33.71,-269,19,23
-7456,6888,11952,33.75,-191,-19,-13
-7408,6920,11712,33.66,-218,0,-18
-7424,6928,11948,33.61,-61,-91,-32
-7456,7004,11844,33.66,-254,-206,-73
-7412,6876,11904,33.80,-95,-140,-78
-7328,6852,11928,33.75,-48,-81,-57
-7372,6888,11884,33.71,-404,-92,-33
-7332,6948,11856,33.71,-166,-50,-29
-7380,6824,11896,33.75,-228,35,-20
-7344,6824,11852,33.71,-108,-228,-74
-7444,6928,11776,33.75,-214,-39,5
-7320,6792,11900,33.71,-260,-75,-12
-7440,6884,11876,33.80,-133,-72,-15
